ID;Дата;Отправитель/Получатель;Тип;Фрираунды;Пользователь;Пояснение;"Сумма Реальная/Бонусная";"Баланс Реальный/Бонусный"
71069816824;"14.11.2022 20:56:44";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"731.60 RUB ( 731.60/0.00 )"
71069822460;"14.11.2022 20:56:46";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"661.60 RUB ( 661.60/0.00 )"
71069827552;"14.11.2022 20:56:48";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"591.60 RUB ( 591.60/0.00 )"
71069836052;"14.11.2022 20:56:52";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"14.00 RUB";"605.60 RUB ( 605.60/0.00 )"
71069837876;"14.11.2022 20:56:53";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"535.60 RUB ( 535.60/0.00 )"
71069843648;"14.11.2022 20:56:55";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"465.60 RUB ( 465.60/0.00 )"
71069849180;"14.11.2022 20:56:58";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"395.60 RUB ( 395.60/0.00 )"
71069857808;"14.11.2022 20:57:01";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"7.00 RUB";"402.60 RUB ( 402.60/0.00 )"
71069859256;"14.11.2022 20:57:02";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"332.60 RUB ( 332.60/0.00 )"
71069864948;"14.11.2022 20:57:04";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"262.60 RUB ( 262.60/0.00 )"
71069870304;"14.11.2022 20:57:06";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"192.60 RUB ( 192.60/0.00 )"
71069875336;"14.11.2022 20:57:08";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"122.60 RUB ( 122.60/0.00 )"
71069880652;"14.11.2022 20:57:10";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"52.60 RUB ( 52.60/0.00 )"
261652740;"14.11.2022 20:57:23";"2130_279402 (Catcasino, Catcasino) (447779051)";"Заблокировано на вывод";;;"Пополнение счета   ( Блокировка на вывод )  ";"7 000.00 RUB";"52.60 RUB ( 52.60/0.00 )"
71070007744;"14.11.2022 20:58:04";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"6982.60 RUB ( 6982.60/0.00 )"
71070016488;"14.11.2022 20:58:07";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"7.00 RUB";"6989.60 RUB ( 6989.60/0.00 )"
71070017916;"14.11.2022 20:58:08";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"6919.60 RUB ( 6919.60/0.00 )"
71070025548;"14.11.2022 20:58:11";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"7.00 RUB";"6926.60 RUB ( 6926.60/0.00 )"
71070027432;"14.11.2022 20:58:12";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"6856.60 RUB ( 6856.60/0.00 )"
71070036552;"14.11.2022 20:58:15";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"28.00 RUB";"6884.60 RUB ( 6884.60/0.00 )"
71070038448;"14.11.2022 20:58:16";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"6814.60 RUB ( 6814.60/0.00 )"
71070044472;"14.11.2022 20:58:19";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"6744.60 RUB ( 6744.60/0.00 )"
71070049800;"14.11.2022 20:58:21";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"6674.60 RUB ( 6674.60/0.00 )"
71070623568;"14.11.2022 21:02:18";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"15 778.00 RUB";"22452.60 RUB ( 22452.60/0.00 )"
71070625896;"14.11.2022 21:02:19";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"22382.60 RUB ( 22382.60/0.00 )"
71070715704;"14.11.2022 21:02:57";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"1 029.00 RUB";"23411.60 RUB ( 23411.60/0.00 )"
71070720044;"14.11.2022 21:02:58";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"23341.60 RUB ( 23341.60/0.00 )"
71070728184;"14.11.2022 21:03:02";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"23271.60 RUB ( 23271.60/0.00 )"
71070735548;"14.11.2022 21:03:04";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"23201.60 RUB ( 23201.60/0.00 )"
71070741984;"14.11.2022 21:03:07";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-70.00 RUB";"23131.60 RUB ( 23131.60/0.00 )"
71070755488;"14.11.2022 21:03:13";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"22956.60 RUB ( 22956.60/0.00 )"
71070761452;"14.11.2022 21:03:15";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"22781.60 RUB ( 22781.60/0.00 )"
71070766468;"14.11.2022 21:03:17";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"22606.60 RUB ( 22606.60/0.00 )"
71070774320;"14.11.2022 21:03:21";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"17.50 RUB";"22624.10 RUB ( 22624.10/0.00 )"
71070779700;"14.11.2022 21:03:24";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"22449.10 RUB ( 22449.10/0.00 )"
71070788544;"14.11.2022 21:03:27";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"17.50 RUB";"22466.60 RUB ( 22466.60/0.00 )"
71070790156;"14.11.2022 21:03:27";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"22291.60 RUB ( 22291.60/0.00 )"
71070796232;"14.11.2022 21:03:30";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"22116.60 RUB ( 22116.60/0.00 )"
71070804028;"14.11.2022 21:03:33";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"35.00 RUB";"22151.60 RUB ( 22151.60/0.00 )"
71070806156;"14.11.2022 21:03:34";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21976.60 RUB ( 21976.60/0.00 )"
71070810732;"14.11.2022 21:03:36";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21801.60 RUB ( 21801.60/0.00 )"
71070816008;"14.11.2022 21:03:38";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21626.60 RUB ( 21626.60/0.00 )"
71070821092;"14.11.2022 21:03:40";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21451.60 RUB ( 21451.60/0.00 )"
71070888792;"14.11.2022 21:04:07";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"507.50 RUB";"21959.10 RUB ( 21959.10/0.00 )"
71070891580;"14.11.2022 21:04:09";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21784.10 RUB ( 21784.10/0.00 )"
71070899908;"14.11.2022 21:04:12";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21609.10 RUB ( 21609.10/0.00 )"
71070906492;"14.11.2022 21:04:14";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21434.10 RUB ( 21434.10/0.00 )"
71070911304;"14.11.2022 21:04:17";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21259.10 RUB ( 21259.10/0.00 )"
71070919044;"14.11.2022 21:04:20";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"17.50 RUB";"21276.60 RUB ( 21276.60/0.00 )"
71070920440;"14.11.2022 21:04:20";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21101.60 RUB ( 21101.60/0.00 )"
71070926540;"14.11.2022 21:04:23";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20926.60 RUB ( 20926.60/0.00 )"
71070935072;"14.11.2022 21:04:26";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"105.00 RUB";"21031.60 RUB ( 21031.60/0.00 )"
71070937644;"14.11.2022 21:04:27";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20856.60 RUB ( 20856.60/0.00 )"
71070945372;"14.11.2022 21:04:30";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"35.00 RUB";"20891.60 RUB ( 20891.60/0.00 )"
71070946860;"14.11.2022 21:04:31";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20716.60 RUB ( 20716.60/0.00 )"
71070953168;"14.11.2022 21:04:33";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20541.60 RUB ( 20541.60/0.00 )"
71070958980;"14.11.2022 21:04:36";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20366.60 RUB ( 20366.60/0.00 )"
71070964112;"14.11.2022 21:04:38";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20191.60 RUB ( 20191.60/0.00 )"
71070968316;"14.11.2022 21:04:40";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20016.60 RUB ( 20016.60/0.00 )"
71070974692;"14.11.2022 21:04:42";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19841.60 RUB ( 19841.60/0.00 )"
71070979784;"14.11.2022 21:04:44";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19666.60 RUB ( 19666.60/0.00 )"
71070985108;"14.11.2022 21:04:47";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19491.60 RUB ( 19491.60/0.00 )"
71070991548;"14.11.2022 21:04:49";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19316.60 RUB ( 19316.60/0.00 )"
71070996856;"14.11.2022 21:04:52";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19141.60 RUB ( 19141.60/0.00 )"
71071005828;"14.11.2022 21:04:55";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"70.00 RUB";"19211.60 RUB ( 19211.60/0.00 )"
71071007680;"14.11.2022 21:04:56";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19036.60 RUB ( 19036.60/0.00 )"
71071015236;"14.11.2022 21:04:59";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"87.50 RUB";"19124.10 RUB ( 19124.10/0.00 )"
71071017512;"14.11.2022 21:05:00";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18949.10 RUB ( 18949.10/0.00 )"
71071024952;"14.11.2022 21:05:03";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"87.50 RUB";"19036.60 RUB ( 19036.60/0.00 )"
71071026588;"14.11.2022 21:05:04";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18861.60 RUB ( 18861.60/0.00 )"
71071032284;"14.11.2022 21:05:06";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18686.60 RUB ( 18686.60/0.00 )"
71071036984;"14.11.2022 21:05:08";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18511.60 RUB ( 18511.60/0.00 )"
71071046300;"14.11.2022 21:05:12";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"192.50 RUB";"18704.10 RUB ( 18704.10/0.00 )"
71071048664;"14.11.2022 21:05:13";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18529.10 RUB ( 18529.10/0.00 )"
71071059264;"14.11.2022 21:05:18";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"122.50 RUB";"18651.60 RUB ( 18651.60/0.00 )"
71071060964;"14.11.2022 21:05:18";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18476.60 RUB ( 18476.60/0.00 )"
71071066392;"14.11.2022 21:05:21";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18301.60 RUB ( 18301.60/0.00 )"
71071071744;"14.11.2022 21:05:23";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18126.60 RUB ( 18126.60/0.00 )"
71071077656;"14.11.2022 21:05:25";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17951.60 RUB ( 17951.60/0.00 )"
71071083464;"14.11.2022 21:05:28";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17776.60 RUB ( 17776.60/0.00 )"
71071312588;"14.11.2022 21:07:06";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"3 657.50 RUB";"21434.10 RUB ( 21434.10/0.00 )"
71071317396;"14.11.2022 21:07:08";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21259.10 RUB ( 21259.10/0.00 )"
71071326252;"14.11.2022 21:07:11";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"21084.10 RUB ( 21084.10/0.00 )"
71071332096;"14.11.2022 21:07:14";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20909.10 RUB ( 20909.10/0.00 )"
71071338088;"14.11.2022 21:07:16";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20734.10 RUB ( 20734.10/0.00 )"
71071344868;"14.11.2022 21:07:19";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"70.00 RUB";"20804.10 RUB ( 20804.10/0.00 )"
71071347248;"14.11.2022 21:07:20";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20629.10 RUB ( 20629.10/0.00 )"
71071354224;"14.11.2022 21:07:22";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20454.10 RUB ( 20454.10/0.00 )"
71071359536;"14.11.2022 21:07:25";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20279.10 RUB ( 20279.10/0.00 )"
71071365052;"14.11.2022 21:07:27";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"20104.10 RUB ( 20104.10/0.00 )"
71071370308;"14.11.2022 21:07:30";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19929.10 RUB ( 19929.10/0.00 )"
71071378556;"14.11.2022 21:07:33";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"35.00 RUB";"19964.10 RUB ( 19964.10/0.00 )"
71071380368;"14.11.2022 21:07:34";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19789.10 RUB ( 19789.10/0.00 )"
71071385600;"14.11.2022 21:07:36";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19614.10 RUB ( 19614.10/0.00 )"
71071389884;"14.11.2022 21:07:38";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19439.10 RUB ( 19439.10/0.00 )"
71071395384;"14.11.2022 21:07:41";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19264.10 RUB ( 19264.10/0.00 )"
71071401216;"14.11.2022 21:07:43";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"19089.10 RUB ( 19089.10/0.00 )"
71071406976;"14.11.2022 21:07:45";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18914.10 RUB ( 18914.10/0.00 )"
71071412276;"14.11.2022 21:07:48";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18739.10 RUB ( 18739.10/0.00 )"
71071419120;"14.11.2022 21:07:51";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18564.10 RUB ( 18564.10/0.00 )"
71071424536;"14.11.2022 21:07:53";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18389.10 RUB ( 18389.10/0.00 )"
71071429756;"14.11.2022 21:07:55";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18214.10 RUB ( 18214.10/0.00 )"
71071457964;"14.11.2022 21:08:07";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"822.50 RUB";"19036.60 RUB ( 19036.60/0.00 )"
71071460016;"14.11.2022 21:08:08";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18861.60 RUB ( 18861.60/0.00 )"
71071468044;"14.11.2022 21:08:12";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18686.60 RUB ( 18686.60/0.00 )"
71071473640;"14.11.2022 21:08:14";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18511.60 RUB ( 18511.60/0.00 )"
71071479308;"14.11.2022 21:08:16";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18336.60 RUB ( 18336.60/0.00 )"
71071483776;"14.11.2022 21:08:18";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"18161.60 RUB ( 18161.60/0.00 )"
71071489496;"14.11.2022 21:08:21";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17986.60 RUB ( 17986.60/0.00 )"
71071495148;"14.11.2022 21:08:23";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17811.60 RUB ( 17811.60/0.00 )"
71071500228;"14.11.2022 21:08:25";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17636.60 RUB ( 17636.60/0.00 )"
71071524176;"14.11.2022 21:08:35";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"122.50 RUB";"17759.10 RUB ( 17759.10/0.00 )"
71071526604;"14.11.2022 21:08:36";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17584.10 RUB ( 17584.10/0.00 )"
71071535080;"14.11.2022 21:08:39";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17409.10 RUB ( 17409.10/0.00 )"
71071540440;"14.11.2022 21:08:42";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17234.10 RUB ( 17234.10/0.00 )"
71071545228;"14.11.2022 21:08:44";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"17059.10 RUB ( 17059.10/0.00 )"
71071550104;"14.11.2022 21:08:46";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"16884.10 RUB ( 16884.10/0.00 )"
71071571956;"14.11.2022 21:08:55";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"87.50 RUB";"16971.60 RUB ( 16971.60/0.00 )"
71071574424;"14.11.2022 21:08:56";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"16796.60 RUB ( 16796.60/0.00 )"
71071582084;"14.11.2022 21:09:00";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"16621.60 RUB ( 16621.60/0.00 )"
71071586748;"14.11.2022 21:09:02";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"16446.60 RUB ( 16446.60/0.00 )"
71071594312;"14.11.2022 21:09:05";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"16271.60 RUB ( 16271.60/0.00 )"
71071599760;"14.11.2022 21:09:07";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"16096.60 RUB ( 16096.60/0.00 )"
71071605212;"14.11.2022 21:09:10";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"15921.60 RUB ( 15921.60/0.00 )"
71071611084;"14.11.2022 21:09:12";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"15746.60 RUB ( 15746.60/0.00 )"
71071617312;"14.11.2022 21:09:15";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"15571.60 RUB ( 15571.60/0.00 )"
71071622084;"14.11.2022 21:09:17";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"15396.60 RUB ( 15396.60/0.00 )"
71071629840;"14.11.2022 21:09:20";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Выигрыш PushGaming (The Shadow Order)  ";"17.50 RUB";"15414.10 RUB ( 15414.10/0.00 )"
71071632704;"14.11.2022 21:09:21";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"15239.10 RUB ( 15239.10/0.00 )"
71071638856;"14.11.2022 21:09:24";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"15064.10 RUB ( 15064.10/0.00 )"
71071644144;"14.11.2022 21:09:26";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"14889.10 RUB ( 14889.10/0.00 )"
71071650056;"14.11.2022 21:09:29";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"14714.10 RUB ( 14714.10/0.00 )"
71071656664;"14.11.2022 21:09:32";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"14539.10 RUB ( 14539.10/0.00 )"
71071664120;"14.11.2022 21:09:35";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"14364.10 RUB ( 14364.10/0.00 )"
71071670160;"14.11.2022 21:09:38";"PushGaming&nbsp;(911)";Обычная;;2130_279402;"Ставка PushGaming (The Shadow Order)  ";"-175.00 RUB";"14189.10 RUB ( 14189.10/0.00 )"
